STATE_CODE,COUNTY_NAME,COUNTY_CODE,PLACE_NAME,PLACE_TYPE,PLACE_CODE
DC,District of Columbia,001,Greenway,,50000
DC,District of Columbia,001,Hawthorne,,50000
DC,District of Columbia,001,Hillcrest,,50000
DC,District of Columbia,001,Ivy City,,50000
DC,District of Columbia,001,Kenilworth,,50000
DC,District of Columbia,001,Kent,,50000
DC,District of Columbia,001,Knox Hill Dwellings,,50000
DC,District of Columbia,001,Lamond Riggs,,50000
DC,District of Columbia,001,Langdon,,50000
DC,District of Columbia,001,LeDroit Park,,50000
DC,District of Columbia,001,Manor Park,,50000
DC,District of Columbia,001,McLean Gardens,,50000
DC,District of Columbia,001,Mount Pleasant,,50000
DC,District of Columbia,001,Naylor Gardens,,50000
DC,District of Columbia,001,North Gate,,50000
DC,District of Columbia,001,Petworth,,50000
DC,District of Columbia,001,Potomac Heights,,50000
DC,District of Columbia,001,River Terrace,,50000
DC,District of Columbia,001,Spring Valley,,50000
DC,District of Columbia,001,Tenleytown,,50000
DC,District of Columbia,001,Terra Cotta,,50000
DC,District of Columbia,001,The Palisades,,50000
DC,District of Columbia,001,Trinidad,,50000
DC,District of Columbia,001,Twining,,50000
DC,District of Columbia,001,Washington,City of,50000
DC,District of Columbia,001,Washington Highlands,,50000
DC,District of Columbia,001,Wesley Heights,,50000
DC,District of Columbia,001,Woodley Park,,50000
DC,District of Columbia,001,Woodridge,,50000
DE,Kent,001,Capitol Green,,21200
DE,Kent,001,Crossgates,,21200
DE,Kent,001,Dover,City of,21200
DE,Kent,001,Edge Hill,,21200
DE,Kent,001,Mayfair,,21200
DE,Kent,001,Morris Estates,,21200
DE,Kent,001,Sherwood,,21200
DE,Kent,001,Smyrna,Town of,67310
DE,Kent,001,Towne Point,,21200
DE,Kent,001,White Oak Farms,,21200
DE,Kent,001,Woodcrest,,21200
DE,New Castle,003,Brandywine Hills,,77580
DE,New Castle,003,College Park,,50670
DE,New Castle,003,Fairfield Crest,,50670
DE,New Castle,003,Kentmere,,77580
DE,New Castle,003,Lumbrook,,50670
DE,New Castle,003,Middletown,Town of,47030
DE,New Castle,003,Newark,City of,50670
DE,New Castle,003,Nottingham Green,,50670
DE,New Castle,003,Silver Brook,,50670
DE,New Castle,003,Smyrna,Town of,67310
DE,New Castle,003,Wilmington,City of,77580
FL,Alachua,001,Gainesville,City of,25175
FL,Alachua,001,Lincoln Estates,,25175
FL,Bay,005,Baker,,54700
FL,Bay,005,Bid-A-Wee,,54725
FL,Bay,005,Callaway,City of,09725
FL,Bay,005,Cove,,54700
FL,Bay,005,Edgewater Gulf Beach,,54725
FL,Bay,005,Florida Beach,,54725
FL,Bay,005,Glenwood,,54700
FL,Bay,005,Long Beach Resort,,54725
FL,Bay,005,Lynn Haven,City of,41825
FL,Bay,005,Millville,,54700
FL,Bay,005,Old Callaway,,09725
FL,Bay,005,Panama City,City of,54700
FL,Bay,005,Panama City Beach,City of,54725
FL,Bay,005,West Panama City Beach,,54725
FL,Brevard,009,Cocoa,City of,13150
FL,Brevard,009,Cocoa Beach,City of,13175
FL,Brevard,009,Eau Gallie,,43975
FL,Brevard,009,Indian River City,,71900
FL,Brevard,009,Melbourne,City of,43975
FL,Brevard,009,Palm Bay,City of,54000
FL,Brevard,009,Rockledge,City of,61500
FL,Brevard,009,Satellite Beach,City of,64400
FL,Brevard,009,Titusville,City of,71900
FL,Brevard,009,West Melbourne,City of,76500
FL,Brevard,009,Whispering Hills Golf Estates,,71900
FL,Broward,011,Arlington Park,,16725
FL,Broward,011,Bonnie Loch,,16725
FL,Broward,011,Broadview,,49425
FL,Broward,011,Broward Estates,,39550
FL,Broward,011,Browardale,,39550
FL,Broward,011,Carver Ranches,,76658
FL,Broward,011,Coconut Creek,City of,13275
FL,Broward,011,Cooper City,City of,14125
FL,Broward,011,Coral Estates,,78000
FL,Broward,011,Coral Springs,City of,14400
FL,Broward,011,Coral Woods,,50575
FL,Broward,011,Crystal Lake,,16725
FL,Broward,011,Dania Beach,City of,16335
FL,Broward,011,Davie,Town of,16475
FL,Broward,011,Deerfield Beach,City of,16725
FL,Broward,011,Fair Gate,,43125
FL,Broward,011,Fort Lauderdale,City of,24000
FL,Broward,011,Golden Isles,,28452
FL,Broward,011,Hacienda Village,,16475
FL,Broward,011,Hallandale Beach,City of,28452
FL,Broward,011,Hillsboro Ranches,,13275
FL,Broward,011,Hollywood,City of,32000
FL,Broward,011,Hollywood Beach Gardens,,32000
FL,Broward,011,Jenada Isles,,78000
FL,Broward,011,Kendall Green,,58050
FL,Broward,011,Lake Forest,,76658
FL,Broward,011,Lauderdale Lakes,City of,39525
FL,Broward,011,Lauderhill,City of,39550
FL,Broward,011,Leisureville,,58050
FL,Broward,011,Lighthouse Point,City of,40450
FL,Broward,011,Loch Lomond,,58050
FL,Broward,011,Margate,City of,43125
FL,Broward,011,Margate Estates,,43125
FL,Broward,011,Miami Gardens,,76658
FL,Broward,011,Miramar,City of,45975
FL,Broward,011,North Andrews Gardens,,50575
FL,Broward,011,North Lauderdale,City of,49425
FL,Broward,011,Oak Point,,32000
FL,Broward,011,Oakland Park,City of,50575
FL,Broward,011,Palm Aire,,24000
FL,Broward,011,Parkland,City of,55125
FL,Broward,011,Pembroke Pines,City of,55775
FL,Broward,011,Pine Island Ridge,,16475
FL,Broward,011,Plantation,City of,57425
FL,Broward,011,Playland Estates,,32000
FL,Broward,011,Playland Village,,16475
FL,Broward,011,Pompano Beach,City of,58050
FL,Broward,011,Pompano Beach Highlands,,58050
FL,Broward,011,Pompano Estates,,16725
FL,Broward,011,Pompano Park,,49425
FL,Broward,011,Port Everglades,,24000
FL,Broward,011,Port Laudania,,16335
FL,Broward,011,Ravenswood Estates,,16335
FL,Broward,011,Riverland,,24000
FL,Broward,011,Rock Island,,24000
FL,Broward,011,Ro-Len Lake Gardens,,28452
FL,Broward,011,Royal Palm Ranches,,14125
FL,Broward,011,Saint George,,39550
FL,Broward,011,Sunrise,City of,69700
FL,Broward,011,Sunrise Key,,24000
FL,Broward,011,Sunshine Acres,,16475
FL,Broward,011,Sunshine Park,,32000
FL,Broward,011,Tamarac,City of,70675
FL,Broward,011,Tedder,,16725
FL,Broward,011,Twin Lakes,,50575
FL,Broward,011,Utopia,,76658
FL,Broward,011,Village Park,,24000
FL,Broward,011,West Hollywood,,32000
FL,Broward,011,West Park,City of,76658
FL,Broward,011,Weston,City of,76582
FL,Broward,011,Wilton Manors,City of,78000
FL,Broward,011,Woodsetter North,,16725
FL,Charlotte,015,Punta Gorda,City of,59200
FL,Charlotte,015,Punta Gorda Isles,,59200
FL,Collier,021,Marco,,43083
FL,Collier,021,Marco Island,City of,43083
FL,Collier,021,Naples,City of,47625
FL,Columbia,023,Lake City,City of,37775
FL,Duval,031,Arlington,,35000
FL,Duval,031,Atlantic Beach,City of,02400
FL,Duval,031,Avondale,,35000
FL,Duval,031,Bayard,,35000
FL,Duval,031,Beechwood,,35000
FL,Duval,031,Beeghly Heights,,35000
FL,Duval,031,Beverly Hills,,35000
FL,Duval,031,Biltmore,,35000
FL,Duval,031,Bowden,,35000
FL,Duval,031,Brentwood,,35000
FL,Duval,031,Brooklyn,,35000
FL,Duval,031,Carver Manor,,35000
FL,Duval,031,Cedar Hills,,35000
FL,Duval,031,Cedar Point,,35000
FL,Duval,031,Dames Point,,35000
FL,Duval,031,Dewey Park,,35000
FL,Duval,031,Dinsmore,,35000
FL,Duval,031,Duval,,35000
FL,Duval,031,Enchanted Park,,35000
FL,Duval,031,Englewood,,35000
FL,Duval,031,Floral Bluff,,35000
FL,Duval,031,Fort George Island,,35000
FL,Duval,031,Garden City,,35000
FL,Duval,031,Gilmore,,35000
FL,Duval,031,Grand Crossing,,35000
FL,Duval,031,Grand Park,,35000
FL,Duval,031,Greenland,,35000
FL,Duval,031,Harbor View,,35000
FL,Duval,031,Hart Haven,,35000
FL,Duval,031,Highlands,,35000
FL,Duval,031,Hogan,,35000
FL,Duval,031,Holiday Harbor,,35000
FL,Duval,031,Holly Ford,,35000
FL,Duval,031,Hyde Grove,,35000
FL,Duval,031,Hyde Park,,35000
FL,Duval,031,Jacksonville,City of,35000
FL,Duval,031,Jacksonville Beach,City of,35050
FL,Duval,031,Jacksonville Heights,,35000
FL,Duval,031,Lackawanna,,35000
FL,Duval,031,Lake Forest,,35000
FL,Duval,031,Lake Shore,,35000
FL,Duval,031,Lakewood,,35000
FL,Duval,031,Larsen,,35000
FL,Duval,031,Magnolia Gardens,,35000
FL,Duval,031,Mandarin,,35000
FL,Duval,031,Marietta,,35000
FL,Duval,031,Maxville,,35000
FL,Duval,031,Mayport,,35000
FL,Duval,031,Miramar Terrace,,35000
FL,Duval,031,Murray Hill,,35000
FL,Duval,031,New Berlin,,35000
FL,Duval,031,Normandy,,35000
FL,Duval,031,Normandy Village,,35000
FL,Duval,031,North Oak Hill,,35000
FL,Duval,031,North Shore,,35000
FL,Duval,031,Oak Harbor,,35000
FL,Duval,031,Oak Hill Park,,35000
FL,Duval,031,Oakwood Villa,,35000
FL,Duval,031,Oceanway,,35000
FL,Duval,031,Ortega,,35000
FL,Duval,031,Ortega Forest,,35000
FL,Duval,031,Otis,,35000
FL,Duval,031,Palms,Isle of,35000
FL,Duval,031,Pecan Park,,35000
FL,Duval,031,Pickettville,,35000
FL,Duval,031,Plummer,,35000
FL,Duval,031,Polly Town,,35000
FL,Duval,031,Quinlan,,35000
FL,Duval,031,Ribault Manor,,35000
FL,Duval,031,Riverside,,35000
FL,Duval,031,Riverview,,35000
FL,Duval,031,Saint Johns Park,,35000
FL,Duval,031,San Jose,,35000
FL,Duval,031,San Marco,,35000
FL,Duval,031,San Mateo,,35000
FL,Duval,031,San Pablo,,35000
FL,Duval,031,Sandalwood,,35000
FL,Duval,031,Sherwood Forest,,35000
FL,Duval,031,South Jacksonville,,35000
FL,Duval,031,South Metro,,35000
FL,Duval,031,Southridge,,35000
FL,Duval,031,Southside Estates,,35000
FL,Duval,031,Spaulding,,35000
FL,Duval,031,Spring Glen,,35000
FL,Duval,031,Sweetwater,,35000
FL,Duval,031,Talleyrand,,35000
FL,Duval,031,Tisonia,,35000
FL,Duval,031,Wesconnett,,35000
FL,Duval,031,West Jacksonville,,35000
FL,Duval,031,Westwood,,35000
FL,Duval,031,Whitehouse,,35000
FL,Duval,031,Wonderwood,,35000
FL,Duval,031,Yukon,,35000
FL,Escambia,033,East Pensacola Heights,,55925
FL,Escambia,033,Pensacola,City of,55925
FL,Flagler,035,Palm Coast,City of,54200
FL,Highlands,055,Sebring,City of,64875
FL,Hillsborough,057,Drew Park,,71000
FL,Hillsborough,057,Gary,,71000
FL,Hillsborough,057,Plant City,City of,57550
FL,Hillsborough,057,Port Tampa,,71000
FL,Hillsborough,057,Sulphur Springs,,71000
FL,Hillsborough,057,Tampa,City of,71000
FL,Hillsborough,057,Temple Terrace,City of,71400
FL,Hillsborough,057,West Tampa,,71000
FL,Hillsborough,057,Ybor City,,71000
FL,Indian River,061,Sebastian,City of,64825
FL,Indian River,061,Vero Beach,City of,74150
FL,Lake,069,Clermont,City of,12925
FL,Lake,069,Eustis,City of,21350
FL,Lake,069,Lady Lake,Town of,37375
FL,Lake,069,Leesburg,City of,39875
FL,Lake,069,Mount Dora,City of,47050
FL,Lake,069,Tavares,City of,71225
FL,Lee,071,Bonita Springs,City of,07525
FL,Lee,071,Cape Coral,City of,10275
FL,Lee,071,Fort Myers,City of,24125
FL,Leon,073,Four Points,,70600
FL,Leon,073,Tallahassee,City of,70600
FL,Manatee,081,Braden Castle,,07950
FL,Manatee,081,Bradenton,City of,07950
FL,Manatee,081,Manatee,,07950
FL,Manatee,081,Palmetto,City of,54250
FL,Marion,083,Ocala,City of,50750
FL,Martin,085,Stuart,City of,68875
FL,Miami-Dade,086,Alameda,,45000
FL,Miami-Dade,086,Allapattah,,45000
FL,Miami-Dade,086,Andover,,45060
FL,Miami-Dade,086,Atlantic Heights,,45025
FL,Miami-Dade,086,Aventura,City of,02681
FL,Miami-Dade,086,Buena Vista,,45000
FL,Miami-Dade,086,Bunche Park,,45060
FL,Miami-Dade,086,Carol City,,45060
FL,Miami-Dade,086,Coconut Grove,,45000
FL,Miami-Dade,086,Coral Gables,City of,14250
FL,Miami-Dade,086,Cutler,,54275
FL,Miami-Dade,086,Cutler Bay,Town of,15968
FL,Miami-Dade,086,Cutler Ridge,,15968
FL,Miami-Dade,086,Doral,City of,17935
FL,Miami-Dade,086,East Perrine,,54275
FL,Miami-Dade,086,Eastern Shores,,49475
FL,Miami-Dade,086,Edison Center,,45000
FL,Miami-Dade,086,Florida City,City of,22975
FL,Miami-Dade,086,Gables by the Sea,,14250
FL,Miami-Dade,086,Gables Estates,,14250
FL,Miami-Dade,086,Hialeah,City of,30000
FL,Miami-Dade,086,Hialeah Gardens,City of,30025
FL,Miami-Dade,086,Homestead,City of,32275
FL,Miami-Dade,086,Key Biscayne,Village of,36300
FL,Miami-Dade,086,Keystone Islands,,49450
FL,Miami-Dade,086,Lake Lucerne,,45060
FL,Miami-Dade,086,Lakes by the Bay,,15968
FL,Miami-Dade,086,Lemon City,,45000
FL,Miami-Dade,086,Liberty Square,,45000
FL,Miami-Dade,086,Little River,,45000
FL,Miami-Dade,086,Miami,City of,45000
FL,Miami-Dade,086,Miami Beach,City of,45025
FL,Miami-Dade,086,Miami Gardens,City of,45060
FL,Miami-Dade,086,Miami Lakes,Town of,45100
FL,Miami-Dade,086,Miami Shores,Village of,45175
FL,Miami-Dade,086,Miami Springs,City of,45200
FL,Miami-Dade,086,Norland,,45060
FL,Miami-Dade,086,North Miami,City of,49450
FL,Miami-Dade,086,North Miami Beach,City of,49475
FL,Miami-Dade,086,Opa-locka,City of,51650
FL,Miami-Dade,086,Palm Springs Estates,,30000
FL,Miami-Dade,086,Palmetto Bay,Village of,54275
FL,Miami-Dade,086,Pinecrest,Village of,56625
FL,Miami-Dade,086,San Souci Estates,,49450
FL,Miami-Dade,086,Scott Lake,,45060
FL,Miami-Dade,086,Shenandoah,,45000
FL,Miami-Dade,086,South Miami,City of,67550
FL,Miami-Dade,086,Sunny Isles Beach,City of,69555
FL,Miami-Dade,086,Sweetwater,City of,70345
FL,Monroe,087,Key West,City of,36550
FL,Nassau,089,Fernandina Beach,City of,22175
FL,Okaloosa,091,Crestview,City of,15475
FL,Okaloosa,091,Destin,City of,17325
FL,Okaloosa,091,Fort Walton Beach,City of,24475
FL,Okaloosa,091,Niceville,City of,48750
FL,Orange,095,Apopka,City of,01700
FL,Orange,095,Maitland,City of,42575
FL,Orange,095,Ocoee,City of,51075
FL,Orange,095,Orlando,City of,53000
FL,Orange,095,Winter Garden,City of,78250
FL,Orange,095,Winter Park,City of,78300
FL,Osceola,097,Kissimmee,City of,36950
FL,Osceola,097,Saint Cloud,City of,62625
FL,Palm Beach,099,Bel Marra,,07300
FL,Palm Beach,099,Belle Glade,City of,05200
FL,Palm Beach,099,Blue Inlet,,07300
FL,Palm Beach,099,Boca Harbour,,07300
FL,Palm Beach,099,Boca Raton,City of,07300
FL,Palm Beach,099,Boynton Beach,City of,07875
FL,Palm Beach,099,Caribbean Key,,07300
FL,Palm Beach,099,Delray Beach,City of,17100
FL,Palm Beach,099,Delray Shores,,17100
FL,Palm Beach,099,Floresta,,07300
FL,Palm Beach,099,Greenacres,City of,27322
FL,Palm Beach,099,Greenacres City,,27322
FL,Palm Beach,099,Harbor East,,07300
FL,Palm Beach,099,Jupiter,Town of,35875
FL,Palm Beach,099,Lake Rogers Isle,,07300
FL,Palm Beach,099,Lake Worth,City of,39075
FL,Palm Beach,099,Lantana,Town of,39375
FL,Palm Beach,099,North Palm Beach,Village of,49600
FL,Palm Beach,099,Palm Beach Gardens,City of,54075
FL,Palm Beach,099,Palm Beach Lakes,,76600
FL,Palm Beach,099,Palm Springs,Village of,54450
FL,Palm Beach,099,Paradise Palms,,07300
FL,Palm Beach,099,Rainbow Homes,,17100
FL,Palm Beach,099,Riviera Beach,City of,60975
FL,Palm Beach,099,Royal Oak Hills,,07300
FL,Palm Beach,099,Royal Palm Beach,Village of,62100
FL,Palm Beach,099,Sherwood Park,,17100
FL,Palm Beach,099,University Park,,07300
FL,Palm Beach,099,Wellington,Village of,75812
FL,Palm Beach,099,West Palm Beach,City of,76600
FL,Pasco,101,New Port Richey,City of,48500
FL,Pasco,101,Zephyrhills,City of,79225
FL,Pinellas,103,Anona,,39425
FL,Pinellas,103,Baskin,,39425
FL,Pinellas,103,Bayview,,12875
FL,Pinellas,103,Clearwater,City of,12875
FL,Pinellas,103,Clearwater Beach,,12875
FL,Pinellas,103,Dunedin,City of,18575
FL,Pinellas,103,Dunedin Isles,,18575
FL,Pinellas,103,Gulfport,City of,28175
FL,Pinellas,103,Largo,City of,39425
FL,Pinellas,103,Oldsmar,City of,51350
FL,Pinellas,103,Pasadena,,63000
FL,Pinellas,103,Pinellas Park,City of,56975
FL,Pinellas,103,Safety Harbor,City of,62425
FL,Pinellas,103,Saint Petersburg,City of,63000
FL,Pinellas,103,Seminole,City of,64975
FL,Pinellas,103,Shore Acres,,63000
FL,Pinellas,103,Tarpon Springs,City of,71150
FL,Polk,105,Auburndale,City of,02550
FL,Polk,105,Bartow,City of,03675
FL,Polk,105,Florence Villa,,78275
FL,Polk,105,Haines City,City of,28400
FL,Polk,105,Lake Wales,City of,38950
FL,Polk,105,Lakeland,City of,38250
FL,Polk,105,Tranquility Park,,78275
FL,Polk,105,Winter Haven,City of,78275
FL,Putnam,107,Palatka,City of,53875
FL,Sarasota,115,North Port,City of,49675
FL,Sarasota,115,Sarasota,City of,64175
FL,Sarasota,115,Sarasota Heights,,64175
FL,Sarasota,115,Venice,City of,73900
FL,Seminole,117,Altamonte Springs,City of,00950
FL,Seminole,117,Bel-Air,,63650
FL,Seminole,117,Casselberry,City of,11050
FL,Seminole,117,Dreamworld,,63650
FL,Seminole,117,Highland Park,,63650
FL,Seminole,117,Lake Charm,,53575
FL,Seminole,117,Lake Mary,City of,38425
FL,Seminole,117,Longdale,,41250
FL,Seminole,117,Longwood,City of,41250
FL,Seminole,117,Oviedo,City of,53575
FL,Seminole,117,Sanford,City of,63650
FL,Seminole,117,Winter Springs,City of,78325
FL,Seminole,117,Wynwood,,63650
FL,St. Johns,109,Anastasia,,62500
FL,St. Johns,109,Saint Augustine,City of,62500
FL,St. Lucie,111,Fort Pierce,City of,24300
FL,St. Lucie,111,Port Saint Lucie,City of,58715
FL,Volusia,127,Daytona Beach,City of,16525
FL,Volusia,127,DeBary,City of,16675
FL,Volusia,127,DeLand,City of,16875
FL,Volusia,127,Deltona,City of,17200
FL,Volusia,127,Edgewater,City of,19825
FL,Volusia,127,Ellinor Village,,53150
FL,Volusia,127,Holly Hill,City of,31350
FL,Volusia,127,Isleboro,,48625
FL,Volusia,127,New Smyrna Beach,City of,48625
FL,Volusia,127,Orange City,City of,51825
FL,Volusia,127,Ormond Beach,City of,53150
FL,Volusia,127,Port Orange,City of,58575
FL,Volusia,127,South Daytona,City of,67325
GA,Baldwin,009,Milledgeville,City of,51492
GA,Barrow,013,Winder,City of,83420
GA,Bartow,015,Cartersville,City of,13688
GA,Bibb,021,Bellevue,,49000
GA,Bibb,021,Cross Keys,,49000
GA,Bibb,021,Ingleside,,49000
GA,Bibb,021,Macon,City of,49000
GA,Bibb,021,Unionville,,49000
GA,Bibb,021,Vineville,,49000
GA,Bibb,021,Wesleyan,,49000
GA,Bibb,021,Wesleyan Woods,,49000
GA,Bulloch,031,Georgia Southern,,73256
GA,Bulloch,031,Statesboro,City of,73256
GA,Camden,039,Kingsland,City of,43640
GA,Camden,039,Saint Marys,City of,67984
GA,Carroll,045,Carrollton,City of,13492
GA,Carroll,045,Villa Rica,City of,79528
GA,Chatham,051,Abercorn Heights,,69000
GA,Chatham,051,Avon Park,,69000
GA,Chatham,051,Avondale,,69000
GA,Chatham,051,Carver Village,,69000
GA,Chatham,051,Cedar Grove,,69000
GA,Chatham,051,Clearview,,69000
GA,Chatham,051,Daffin Heights,,69000
GA,Chatham,051,Edgemere,,69000
GA,Chatham,051,Fairfield,,69000
GA,Chatham,051,Fairway Oaks,,69000
GA,Chatham,051,Fernwood,,69000
GA,Chatham,051,Fleetwood,,69000
GA,Chatham,051,Forrest Hills,,69000
GA,Chatham,051,Gordonston,,69000
GA,Chatham,051,Green Acres,,69000
GA,Chatham,051,Groveland,,69000
GA,Chatham,051,Kensington Park,,69000
GA,Chatham,051,Lamara Heights,,69000
GA,Chatham,051,Magnolia Park,,69000
GA,Chatham,051,Parkwood,,69000
GA,Chatham,051,Pine Gardens,,69000
GA,Chatham,051,Pooler,City of,62104
GA,Chatham,051,Ridgewood,,69000
GA,Chatham,051,Rivers End,,69000
GA,Chatham,051,Savannah,City of,69000
GA,Chatham,051,Shirley Park,,69000
GA,Chatham,051,Staley Heights,,69000
GA,Chatham,051,Sunset Park,,69000
GA,Chatham,051,Tatumsville,,69000
GA,Chatham,051,Victory Heights,,69000
GA,Chattahoochee,053,Cusseta,,21017
GA,Chattahoochee,053,Cusseta-Chattahoochee County,Unified Government of,21017
GA,Cherokee,057,Canton,City of,12988
GA,Cherokee,057,South Canton,,12988
GA,Cherokee,057,Woodstock,City of,84176
GA,Clarke,059,Athens,,03436
GA,Clarke,059,Athens-Clarke County,Unified Government of,03436
GA,Clarke,059,Oconee Heights,,03436
GA,Clarke,059,Princeton,,03436
GA,Clarke,059,Winterville,City of,03436
GA,Clayton,063,College Park,City of,17776
GA,Clayton,063,Forest Park,City of,30536
GA,Clayton,063,Riverdale,City of,65464
GA,Cobb,067,Acworth,City of,00408
GA,Cobb,067,Kennesaw,City of,43192
GA,Cobb,067,Marietta,City of,49756
GA,Cobb,067,Powder Springs,City of,62524
GA,Cobb,067,Smyrna,City of,71492
GA,Coffee,069,Douglas,City of,23872
GA,Colquitt,071,Moultrie,City of,53060
GA,Columbia,073,Grovetown,City of,35716
GA,Coweta,077,McBride,,55020
GA,Coweta,077,Newnan,City of,55020
GA,Crisp,081,Cordele,City of,19616
GA,Decatur,087,Bainbridge,City of,04896
GA,Decatur,087,West Bainbridge,,04896
GA,DeKalb,089,Atlanta,City of,04000
GA,DeKalb,089,Decatur,City of,22052
GA,DeKalb,089,Dunwoody,City of,24768
GA,DeKalb,089,East Atlanta,,04000
GA,DeKalb,089,East Lake,,04000
GA,DeKalb,089,Edgewood,,04000
GA,DeKalb,089,Kirkwood,,04000
GA,DeKalb,089,North Kirkwood,,04000
GA,DeKalb,089,Oakhurst,,22052
GA,DeKalb,089,South Kirkwood,,04000
GA,Dougherty,095,Albany,City of,01052
GA,Dougherty,095,East Albany,,01052
GA,Dougherty,095,Five Points,,01052
GA,Dougherty,095,Four Points,,01052
GA,Dougherty,095,Turner City,,01052
GA,Douglas,097,Douglasville,City of,23900
GA,Douglas,097,Villa Rica,City of,79528
GA,Fayette,113,Aberdeen,,59724
GA,Fayette,113,Fayetteville,City of,28968
GA,Fayette,113,Peachtree City,City of,59724
GA,Fayette,113,Shake Rag,,59724
GA,Floyd,115,Rome,City of,66668
GA,Fulton,121,Adamsville,,04000
GA,Fulton,121,Alpharetta,City of,01696
GA,Fulton,121,Atlanta,City of,04000
GA,Fulton,121,Ben Hill,,04000
GA,Fulton,121,Beulah Heights,,04000
GA,Fulton,121,Blair Village,,04000
GA,Fulton,121,Bolton,,04000
GA,Fulton,121,Buckhead,,04000
GA,Fulton,121,Carey Park,,04000
GA,Fulton,121,Cascade Heights,,04000
GA,Fulton,121,Center Hill,,04000
GA,Fulton,121,Chattahoochee,,04000
GA,Fulton,121,College Park,City of,17776
GA,Fulton,121,East Point,City of,25720
GA,Fulton,121,Fairburn,City of,28380
GA,Fulton,121,Five Points,,04000
GA,Fulton,121,Grove Park,,04000
GA,Fulton,121,Inman Park,,04000
GA,Fulton,121,Johns Creek,City of,42425
GA,Fulton,121,Lakewood Heights,,04000
GA,Fulton,121,Milton,City of,51670
GA,Fulton,121,Morningside,,04000
GA,Fulton,121,Ormewood,,04000
GA,Fulton,121,Riverside,,04000
GA,Fulton,121,Rockdale,,04000
GA,Fulton,121,Roswell,City of,67284
GA,Fulton,121,Sandy Springs,City of,68516
GA,Fulton,121,Stratford,,04000
GA,Fulton,121,Sylvan Hills,,04000
GA,Fulton,121,Thomasville,,04000
GA,Fulton,121,Union City,City of,78324
GA,Fulton,121,West End,,04000
GA,Glynn,127,Brunswick,City of,11560
GA,Gordon,129,Calhoun,City of,12456
GA,Gwinnett,135,Buford,City of,11784
GA,Gwinnett,135,Duluth,City of,24600
GA,Gwinnett,135,Lawrenceville,City of,45488
GA,Gwinnett,135,Lilburn,City of,46356
GA,Gwinnett,135,Loganville,City of,47196
GA,Gwinnett,135,Snellville,City of,71604
GA,Gwinnett,135,Sugar Hill,City of,74180
GA,Gwinnett,135,Suwanee,City of,74936
GA,Hall,139,Buford,City of,11784
GA,Hall,139,Gainesville,City of,31908
GA,Hall,139,Lakeshore Estates,,31908
GA,Hall,139,Sunset Heights,,31908
GA,Harris,145,Fortson,,19000
GA,Henry,151,McDonough,City of,48624
GA,Henry,151,Stockbridge,City of,73704
GA,Houston,153,Perry,City of,60340
GA,Houston,153,Warner Robins,City of,80508
GA,Jones,169,Macon,City of,49000
GA,Laurens,175,Dublin,City of,24376
GA,Liberty,179,Hinesville,City of,38964
GA,Lowndes,185,Valdosta,City of,78800
GA,Montgomery,209,Vidalia,City of,79388
GA,Muscogee,215,Allendale,,19000
GA,Muscogee,215,Alta Vista,,19000
GA,Muscogee,215,Avondale,,19000
GA,Muscogee,215,Baker Village,,19000
GA,Muscogee,215,Barin,,19000
GA,Muscogee,215,Benning Hills,,19000
GA,Muscogee,215,Benning Park,,19000
GA,Muscogee,215,Bibb City,,19000
GA,Muscogee,215,Brookhaven,,19000
GA,Muscogee,215,Caroline Park,,19000
GA,Muscogee,215,Carter Acres,,19000
GA,Muscogee,215,Cascade Hills,,19000
GA,Muscogee,215,City Village,,19000
GA,Muscogee,215,Clubview Heights,,19000
GA,Muscogee,215,Columbus,City of,19000
GA,Muscogee,215,Crystal Valley,,19000
GA,Muscogee,215,Dinglewood,,19000
GA,Muscogee,215,East Edgewood,,19000
GA,Muscogee,215,East Highlands,,19000
GA,Muscogee,215,Edgewood,,19000
GA,Muscogee,215,Englewood,,19000
GA,Muscogee,215,Flat Rock,,19000
GA,Muscogee,215,Fortson,,19000
GA,Muscogee,215,Gentian,,19000
GA,Muscogee,215,Glen Arden,,19000
GA,Muscogee,215,Glenns,,19000
GA,Muscogee,215,Green Island Hills,,19000
GA,Muscogee,215,Highland Park,,19000
GA,Muscogee,215,Highland Pines,,19000
GA,Muscogee,215,Hilton Heights,,19000
GA,Muscogee,215,Laurel Hills,,19000
GA,Muscogee,215,Lincoln Hills,,19000
GA,Muscogee,215,Lyn Hills,,19000
GA,Muscogee,215,Midland,,19000
GA,Muscogee,215,Morningside,,19000
GA,Muscogee,215,Nankipooh,,19000
GA,Muscogee,215,North Highlands,,19000
GA,Muscogee,215,Oakland Park,,19000
GA,Muscogee,215,Parkchester,,19000
GA,Muscogee,215,Pine Hill,,19000
GA,Muscogee,215,Riverland Terrace,,19000
GA,Muscogee,215,Rose Hill Heights,,19000
GA,Muscogee,215,Saint Marys Hills,,19000
GA,Muscogee,215,Schatulga,,19000
GA,Muscogee,215,Sunset Terrace,,19000
GA,Muscogee,215,Upatoi,,19000
GA,Muscogee,215,Vista Terrace,,19000
GA,Muscogee,215,Weracoba Heights,,19000
GA,Muscogee,215,Willett,,19000
GA,Muscogee,215,Woodlawn Estates,,19000
GA,Muscogee,215,Wynnton,,19000
GA,Newton,217,Covington,City of,20064
GA,Paulding,223,Dallas,City of,21324
GA,Peach,225,Perry,City of,60340
